True_Label,Predicted_Probability
0,0.3025603
0,0.19026488
0,0.117349945
0,0.07551163
0,0.040501166
0,0.2626264
0,0.07952912
1,0.07625168
1,0.75623417
0,0.24495187
1,0.7366556
0,0.11434968
0,0.03793927
1,0.933782
1,0.94891566
0,0.060374256
1,0.065726936
0,0.120464385
1,0.9384386
0,0.119846076
1,0.66832244
1,0.9135335
1,0.9183774
1,0.08681066
1,0.9264058
1,0.048444487
1,0.8116578
0,0.15894546
0,0.10975626
0,0.029407924
0,0.029407924
1,0.7110067
0,0.06696204
0,0.036278903
0,0.07081493
0,0.10194543
0,0.055860613
0,0.17987467
0,0.05746654
0,0.072629645
1,0.118843645
0,0.20233014
1,0.91542494
1,0.17987467
1,0.91542494
0,0.066704206
0,0.07462198
0,0.3782572
0,0.15818338
0,0.07668966
0,0.12488492
1,0.07260849
0,0.28337654
0,0.071938254
0,0.09969209
0,0.026484983
0,0.14906532
0,0.14906532
0,0.083130576
0,0.19141136
0,0.102659635
0,0.07227057
0,0.18641129
0,0.18641129
0,0.033107724
0,0.10797968
0,0.026484983
1,0.8613496
1,0.7578212
1,0.9516422
0,0.033521548
1,0.8822456
1,0.8822456
1,0.7578212
1,0.8822456
1,0.9040783
1,0.8822456
